COUNT,FOR_TEN,FOR_CATEGO,STATE,FOR_BURNS,FOR_BURN_T
3460,PRIV,Native forest,NT,3,Planned and Unplanned burns
598,PRIV,Native forest,NT,2,Planned and Unplanned burns
880,PRIV,Native forest,NT,2,Planned and Unplanned burns
451,PRIV,Native forest,NT,1,Unplanned burns only
180,PRIV,Native forest,NT,1,Unplanned burns only
109,PRIV,Native forest,NT,3,Planned and Unplanned burns
3770,PRIV,Native forest,NT,2,Unplanned burns only
76,PRIV,Native forest,NT,3,Planned and Unplanned burns
147,PRIV,Native forest,NT,3,Unplanned burns only
177,PRIV,Native forest,NT,3,Unplanned burns only
2673,PRIV,Native forest,NT,3,Unplanned burns only
23,OCL,Native forest,Qld,2,Unplanned burns only
614,PRIV,Native forest,NT,2,Unplanned burns only
5888,PRIV,Native forest,NT,1,Planned burns only
124526,PRIV,Native forest,NT,1,Planned burns only
1975742, ,Non-forest,NT,-9, 
1612,PRIV,Native forest,NT,2,Unplanned burns only
60,PRIV,Native forest,NT,3,Planned and Unplanned burns
8493,PRIV,Native forest,NT,3,Planned and Unplanned burns
1807,PRIV,Native forest,NT,1,Planned burns only
3284,PRIV,Native forest,NT,2,Unplanned burns only
3993,PRIV,Native forest,NT,2,Unplanned burns only
34,PRIV,Native forest,NT,4,Planned and Unplanned burns
4851,PRIV,Native forest,NT,4,Planned and Unplanned burns
9018,PRIV,Native forest,NT,4,Planned and Unplanned burns
20,OCL,Native forest,Qld,1,Unplanned burns only
7901, ,Non-forest,NT,-9, 
2,OCL,Native forest,Qld,2,Unplanned burns only
177,OCL,Native forest,Qld,1,Unplanned burns only
50403,PRIV,Native forest,NT,3,Planned and Unplanned burns
3015,PRIV,Native forest,NT,2,Unplanned burns only
185,PRIV,Native forest,NT,2,Unplanned burns only
22435,PRIV,Native forest,NT,3,Unplanned burns only
36,PRIV,Native forest,NT,4,Planned and Unplanned burns
139,OCL,Native forest,Qld,1,Unplanned burns only
53581,PRIV,Native forest,NT,3,Planned and Unplanned burns
33560, ,Non-forest,NT,-9, 
4540,PRIV,Native forest,NT,2,Unplanned burns only
39183,PRIV,Native forest,NT,2,Unplanned burns only
82259,PRIV,Native forest,NT,3,Unplanned burns only
4905,PRIV,Native forest,NT,3,Unplanned burns only
2691,PRIV,Native forest,NT,3,Unplanned burns only
72,PRIV,Native forest,NT,3,Planned and Unplanned burns
24193, ,Non-forest,NT,-9, 
103515,PRIV,Native forest,Qld,0,Forest not burnt
1,OCL,Native forest,Qld,1,Unplanned burns only
15472,PRIV,Native forest,NT,4,Unplanned burns only
6556, ,Non-forest,NT,-9, 
3548,PRIV,Native forest,NT,4,Unplanned burns only
191,PRIV,Native forest,NT,3,Unplanned burns only
2931,PRIV,Native forest,NT,1,Unplanned burns only
123,PRIV,Native forest,NT,4,Unplanned burns only
5,PRIV,Native forest,NT,4,Planned and Unplanned burns
25189,PRIV,Native forest,NT,0,Forest not burnt
3,OCL,Native forest,Qld,1,Unplanned burns only
44,PRIV,Native forest,NT,4,Unplanned burns only
180,OCL,Native forest,Qld,1,Unplanned burns only
59308, ,Non-forest,NT,-9, 
3976928, ,Non-forest,NT,-9, 
277, ,Non-forest,NT,-9, 
193022,PRIV,Native forest,NT,1,Planned burns only
1236,PRIV,Native forest,NT,1,Planned burns only
4769,PRIV,Native forest,NT,4,Planned and Unplanned burns
3205, ,Non-forest,NT,-9, 
51,PRIV,Native forest,NT,4,Planned and Unplanned burns
28277,PRIV,Native forest,NT,3,Unplanned burns only
7444,PRIV,Native forest,NT,3,Unplanned burns only
4866,PRIV,Native forest,NT,2,Unplanned burns only
1,OCL,Native forest,Qld,1,Unplanned burns only
197,PRIV,Native forest,Qld,0,Forest not burnt
698,PRIV,Native forest,NT,2,Unplanned burns only
3403,PRIV,Native forest,NT,3,Planned and Unplanned burns
2685, ,Non-forest,NT,-9, 
13180, ,Non-forest,NT,-9, 
8,PRIV,Native forest,NT,3,Planned and Unplanned burns
2542,PRIV,Native forest,NT,4,Planned and Unplanned burns
7502, ,Non-forest,NT,-9, 
3,OCL,Native forest,Qld,1,Unplanned burns only
110,PRIV,Native forest,NT,4,Planned and Unplanned burns
11536,PRIV,Native forest,NT,3,Planned and Unplanned burns
94,PRIV,Native forest,NT,3,Planned and Unplanned burns
11788, ,Non-forest,NT,-9, 
4821, ,Non-forest,NT,-9, 
361,PRIV,Native forest,NT,2,Planned and Unplanned burns
2510,OCL,Native forest,Qld,1,Unplanned burns only
2087,PRIV,Native forest,NT,1,Planned burns only
75,PRIV,Native forest,NT,3,Unplanned burns only
13,PRIV,Native forest,NT,3,Planned and Unplanned burns
1856,PRIV,Native forest,NT,3,Planned and Unplanned burns
507,PRIV,Native forest,NT,2,Planned and Unplanned burns
12962,PRIV,Native forest,NT,2,Unplanned burns only
42568, ,Non-forest,NT,-9, 
6,OCL,Native forest,Qld,1,Unplanned burns only
3,OCL,Native forest,NT,0,Forest not burnt
3861,PRIV,Native forest,NT,1,Planned burns only
4435, ,Non-forest,NT,-9, 
1824,OCL,Native forest,Qld,2,Planned and Unplanned burns
3494,PRIV,Native forest,NT,4,Planned and Unplanned burns
3843,PRIV,Native forest,NT,1,Planned burns only
6830,PRIV,Native forest,NT,1,Unplanned burns only
8177,PRIV,Native forest,NT,1,Unplanned burns only
497,PRIV,Native forest,NT,1,Unplanned burns only
34,OCL,Native forest,Qld,3,Planned and Unplanned burns
30316,OCL,Native forest,NT,0,Forest not burnt
13,PRIV,Native forest,NT,3,Unplanned burns only
18,OCL,Native forest,Qld,2,Planned and Unplanned burns
11934,OCL,Native forest,Qld,1,Planned burns only
447,PRIV,Native forest,NT,1,Unplanned burns only
17,PRIV,Native forest,NT,2,Planned and Unplanned burns
17174, ,Non-forest,NT,-9, 
3482,PRIV,Native forest,NT,2,Planned and Unplanned burns
49,OCL,Native forest,Qld,1,Unplanned burns only
450,OCL,Native forest,Qld,1,Planned burns only
26,OCL,Native forest,Qld,2,Unplanned burns only
434,OCL,Native forest,NT,0,Forest not burnt
2586,OCL,Native forest,Qld,1,Planned burns only
772,OCL,Native forest,NT,0,Forest not burnt
243,OCL,Native forest,Qld,2,Planned and Unplanned burns
4326,OCL,Native forest,NT,0,Forest not burnt
146,OCL,Native forest,Qld,2,Unplanned burns only
113,OCL,Native forest,Qld,2,Planned and Unplanned burns
560981, ,Non-forest,NT,-9, 
2,OCL,Native forest,Qld,1,Planned burns only
16,OCL,Native forest,Qld,3,Planned and Unplanned burns
1,OCL,Native forest,Qld,3,Planned and Unplanned burns
4,OCL,Native forest,Qld,3,Unplanned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
35,OCL,Native forest,Qld,2,Planned and Unplanned burns
1,OCL,Native forest,Qld,2,Planned and Unplanned burns
1,OCL,Native forest,Qld,1,Planned burns only
3,OCL,Native forest,Qld,1,Unplanned burns only
2,OCL,Native forest,Qld,1,Unplanned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
2,OCL,Native forest,Qld,3,Unplanned burns only
1,OCL,Native forest,Qld,3,Unplanned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
2,OCL,Native forest,Qld,2,Unplanned burns only
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
3,OCL,Native forest,Qld,2,Planned and Unplanned burns
4,OCL,Native forest,Qld,3,Planned and Unplanned burns
14,OCL,Native forest,Qld,3,Planned and Unplanned burns
677,OCL,Native forest,Qld,1,Unplanned burns only
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
26,ND,Native forest,NT,1,Unplanned burns only
2,OCL,Native forest,Qld,4,Planned and Unplanned burns
19,OCL,Native forest,Qld,4,Unplanned burns only
63,OCL,Native forest,Qld,2,Unplanned burns only
1,OCL,Native forest,Qld,3,Unplanned burns only
1349,ND,Native forest,Qld,0,Forest not burnt
36,OCL,Native forest,Qld,4,Unplanned burns only
11343,OCL,Native forest,Qld,0,Forest not burnt
121631, ,Non-forest,NT,-9, 
5,OCL,Native forest,Qld,3,Unplanned burns only
39,OCL,Native forest,Qld,2,Unplanned burns only
88,OCL,Native forest,Qld,3,Unplanned burns only
15,OCL,Native forest,Qld,3,Planned and Unplanned burns
4,OCL,Native forest,Qld,2,Planned and Unplanned burns
1,OCL,Native forest,Qld,4,Unplanned burns only
1,OCL,Native forest,Qld,4,Planned and Unplanned burns
31,OCL,Native forest,Qld,3,Unplanned burns only
6,OCL,Native forest,Qld,3,Unplanned burns only
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
133217,PRIV,Native forest,NT,2,Unplanned burns only
53943,PRIV,Native forest,NT,2,Unplanned burns only
16,OCL,Native forest,Qld,2,Unplanned burns only
3,OCL,Native forest,Qld,2,Unplanned burns only
14,OCL,Native forest,Qld,3,Unplanned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
1,OCL,Native forest,Qld,3,Unplanned burns only
11,OCL,Native forest,Qld,4,Unplanned burns only
4,OCL,Native forest,Qld,2,Unplanned burns only
7,OCL,Native forest,Qld,1,Unplanned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
3,OCL,Native forest,Qld,2,Unplanned burns only
2,OCL,Native forest,Qld,2,Unplanned burns only
289278,PRIV,Native forest,NT,1,Unplanned burns only
42,OCL,Native forest,Qld,2,Unplanned burns only
3,OCL,Native forest,Qld,2,Unplanned burns only
4,OCL,Native forest,Qld,3,Unplanned burns only
1,OCL,Native forest,Qld,3,Unplanned burns only
576023,NCR,Native forest,Qld,0,Forest not burnt
114686,NCR,Native forest,Qld,0,Forest not burnt
35958,ND,Native forest,Qld,0,Forest not burnt
547,LEASE,Native forest,Qld,0,Forest not burnt
29635,PRIV,Native forest,Qld,0,Forest not burnt
353291,PRIV,Native forest,NT,1,Unplanned burns only
69241, ,Non-forest,NT,-9, 
1988,PRIV,Native forest,NT,1,Unplanned burns only
2,OCL,Native forest,Qld,2,Unplanned burns only
1,OCL,Native forest,Qld,4,Unplanned burns only
1,OCL,Native forest,Qld,3,Unplanned burns only
59139, ,Non-forest,NT,-9, 
2166541, ,Non-forest,NT,-9, 
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
6584,NCR,Native forest,Qld,0,Forest not burnt
414,NCR,Native forest,Qld,0,Forest not burnt
36879,LEASE,Native forest,Qld,0,Forest not burnt
62,PRIV,Native forest,NT,0,Forest not burnt
2,OCL,Native forest,Qld,3,Unplanned burns only
2,OCL,Native forest,Qld,4,Planned and Unplanned burns
3,OCL,Native forest,Qld,4,Planned and Unplanned burns
1,OCL,Native forest,Qld,3,Unplanned burns only
98535, ,Non-forest,NT,-9, 
7054,PRIV,Native forest,NT,1,Unplanned burns only
5046,ND,Native forest,Qld,0,Forest not burnt
412,OCL,Native forest,Qld,0,Forest not burnt
14078,PRIV,Native forest,NT,1,Unplanned burns only
1,OCL,Native forest,Qld,2,Planned and Unplanned burns
1,OCL,Native forest,Qld,1,Unplanned burns only
1,OCL,Native forest,Qld,3,Planned and Unplanned burns
2694,NCR,Native forest,Qld,0,Forest not burnt
5618,PRIV,Native forest,NT,1,Unplanned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
28,PRIV,Native forest,NT,1,Unplanned burns only
20994,NCR,Native forest,Qld,0,Forest not burnt
5319,PRIV,Native forest,NT,1,Unplanned burns only
1,PRIV,Native forest,NT,1,Unplanned burns only
5,PRIV,Native forest,NT,1,Unplanned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
438596,LEASE,Native forest,Qld,1,Unplanned burns only
1332,PRIV,Native forest,NT,1,Unplanned burns only
152, ,Non-forest,NT,-9, 
834,OCL,Native forest,Qld,0,Forest not burnt
132192,NCR,Native forest,Qld,0,Forest not burnt
4598,PRIV,Native forest,Qld,1,Unplanned burns only
325,PRIV,Native forest,NT,1,Unplanned burns only
30802,NCR,Native forest,Qld,0,Forest not burnt
101,NCR,Native forest,Qld,0,Forest not burnt
1081,PRIV,Native forest,NT,0,Forest not burnt
457352,LEASE,Native forest,Qld,1,Unplanned burns only
102340,LEASE,Native forest,Qld,2,Unplanned burns only
61,ND,Native forest,Qld,0,Forest not burnt
8381,ND,Native forest,Qld,0,Forest not burnt
46,ND,Native forest,Qld,0,Forest not burnt
8,PRIV,Native forest,NT,1,Planned burns only
59807,PRIV,Native forest,Qld,0,Forest not burnt
47784,LEASE,Native forest,Qld,0,Forest not burnt
34,PRIV,Native forest,NT,1,Unplanned burns only
734,ND,Native forest,Qld,0,Forest not burnt
91,PRIV,Native forest,Qld,2,Unplanned burns only
676,OCL,Native forest,NT,1,Unplanned burns only
113735,PRIV,Native forest,Qld,2,Unplanned burns only
1,OCL,Native forest,NT,0,Forest not burnt
1592,PRIV,Native forest,NT,2,Planned and Unplanned burns
3,OCL,Native forest,Qld,2,Unplanned burns only
167,PRIV,Native forest,Qld,1,Unplanned burns only
41131, ,Non-forest,NT,-9, 
3,PRIV,Native forest,NT,1,Planned burns only
61363,LEASE,Native forest,Qld,2,Unplanned burns only
2,OCL,Native forest,Qld,2,Unplanned burns only
28595,NCR,Native forest,Qld,0,Forest not burnt
6,OCL,Native forest,NT,1,Unplanned burns only
19156,PRIV,Native forest,Qld,2,Unplanned burns only
52974,LEASE,Native forest,Qld,0,Forest not burnt
2569,OCL,Native forest,NT,1,Planned burns only
4,OCL,Native forest,Qld,2,Unplanned burns only
10,OCL,Native forest,Qld,3,Unplanned burns only
181,NCR,Native forest,Qld,0,Forest not burnt
143116,PRIV,Native forest,Qld,2,Unplanned burns only
862,OCL,Native forest,NT,0,Forest not burnt
23230,PRIV,Native forest,NT,2,Planned and Unplanned burns
10409,PRIV,Native forest,NT,3,Planned and Unplanned burns
10791,PRIV,Native forest,NT,3,Planned and Unplanned burns
9737, ,Non-forest,NT,-9, 
34246,PRIV,Native forest,NT,2,Planned and Unplanned burns
4,OCL,Native forest,Qld,2,Unplanned burns only
1998,OCL,Native forest,NT,0,Forest not burnt
347,PRIV,Native forest,NT,2,Planned and Unplanned burns
341,PRIV,Native forest,Qld,1,Unplanned burns only
153,PRIV,Native forest,NT,2,Planned and Unplanned burns
2,OCL,Native forest,Qld,4,Unplanned burns only
1,OCL,Native forest,Qld,3,Unplanned burns only
56606,NCR,Native forest,Qld,0,Forest not burnt
27502, ,Non-forest,NT,-9, 
37,PRIV,Native forest,NT,2,Planned and Unplanned burns
1,OCL,Native forest,Qld,3,Unplanned burns only
37238,PRIV,Native forest,Qld,3,Unplanned burns only
8672, ,Non-forest,NT,-9, 
873,OCL,Native forest,NT,2,Planned and Unplanned burns
13,PRIV,Native forest,NT,2,Planned and Unplanned burns
51094,PRIV,Native forest,NT,2,Unplanned burns only
695,PRIV,Native forest,NT,2,Unplanned burns only
24293,PRIV,Native forest,NT,3,Unplanned burns only
34801, ,Non-forest,NT,-9, 
42734,PRIV,Native forest,NT,3,Unplanned burns only
472,PRIV,Native forest,NT,3,Unplanned burns only
242,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,OCL,Native forest,Qld,3,Unplanned burns only
4,OCL,Native forest,Qld,2,Unplanned burns only
9,PRIV,Native forest,NT,1,Unplanned burns only
43318,PRIV,Native forest,NT,2,Unplanned burns only
579,PRIV,Native forest,NT,2,Planned and Unplanned burns
2,OCL,Native forest,Qld,1,Unplanned burns only
138,OCL,Native forest,Qld,1,Unplanned burns only
40976594, ,Non-forest,NT,-9, 
1,OCL,Native forest,Qld,1,Unplanned burns only
1,OCL,Native forest,Qld,2,Planned and Unplanned burns
1,OCL,Native forest,Qld,2,Unplanned burns only
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
1288,PRIV,Native forest,Qld,1,Unplanned burns only
5,OCL,Native forest,Qld,3,Planned and Unplanned burns
445,PRIV,Native forest,NT,1,Planned burns only
46255,PRIV,Native forest,NT,3,Planned and Unplanned burns
31,OCL,Native forest,NT,1,Unplanned burns only
19,NCR,Native forest,Qld,0,Forest not burnt
1391866,LEASE,Native forest,NT,0,Forest not burnt
100,PRIV,Native forest,NT,1,Unplanned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
17124,PRIV,Native forest,Qld,3,Unplanned burns only
2288,PRIV,Native forest,NT,2,Planned and Unplanned burns
116,PRIV,Native forest,NT,3,Planned and Unplanned burns
22314,PRIV,Native forest,NT,1,Planned burns only
30996,PRIV,Native forest,NT,2,Planned and Unplanned burns
15573,PRIV,Native forest,NT,3,Planned and Unplanned burns
28573,PRIV,Native forest,NT,3,Planned and Unplanned burns
17055,PRIV,Native forest,NT,4,Planned and Unplanned burns
73936,PRIV,Native forest,NT,2,Planned burns only
22,PRIV,Native forest,NT,2,Planned and Unplanned burns
432,PRIV,Native forest,NT,2,Unplanned burns only
3328,PRIV,Native forest,Qld,1,Unplanned burns only
34527,PRIV,Native forest,Qld,4,Unplanned burns only
55,OCL,Native forest,NT,1,Planned burns only
30546,PRIV,Native forest,NT,2,Planned and Unplanned burns
568,PRIV,Native forest,NT,2,Unplanned burns only
3233,PRIV,Native forest,NT,4,Planned and Unplanned burns
2519,PRIV,Native forest,NT,4,Planned and Unplanned burns
3887,PRIV,Native forest,NT,4,Planned and Unplanned burns
2,ND,Native forest,Qld,0,Forest not burnt
14682,PRIV,Native forest,Qld,3,Unplanned burns only
29095,LEASE,Native forest,Qld,0,Forest not burnt
37,PRIV,Native forest,Qld,1,Unplanned burns only
13151,PRIV,Native forest,NT,2,Planned burns only
13852,PRIV,Native forest,NT,3,Planned burns only
90102,PRIV,Native forest,NT,3,Planned burns only
14993,PRIV,Native forest,NT,2,Planned and Unplanned burns
920,PRIV,Native forest,NT,2,Unplanned burns only
70,PRIV,Native forest,Qld,1,Unplanned burns only
409,OCL,Native forest,NT,3,Planned and Unplanned burns
26881,LEASE,Native forest,NT,0,Forest not burnt
11101,PRIV,Native forest,NT,0,Forest not burnt
3553,PRIV,Native forest,NT,1,Unplanned burns only
72420,PRIV,Native forest,NT,1,Planned burns only
5569,PRIV,Native forest,NT,3,Planned and Unplanned burns
2315, ,Non-forest,NT,-9, 
200,PRIV,Native forest,NT,3,Unplanned burns only
25,PRIV,Native forest,NT,4,Planned and Unplanned burns
30,PRIV,Native forest,NT,4,Planned and Unplanned burns
5362, ,Non-forest,NT,-9, 
18857, ,Non-forest,NT,-9, 
12818,PRIV,Native forest,NT,3,Planned and Unplanned burns
15272,PRIV,Native forest,NT,3,Unplanned burns only
19823, ,Non-forest,NT,-9, 
11400,PRIV,Native forest,NT,1,Unplanned burns only
27780,PRIV,Commercial plantation,NT,0,Forest not burnt
17842,PRIV,Native forest,NT,2,Planned burns only
43511,PRIV,Native forest,NT,3,Planned burns only
56185,PRIV,Native forest,NT,2,Planned burns only
48516,PRIV,Native forest,NT,3,Planned burns only
3683,PRIV,Native forest,NT,1,Planned burns only
1148,PRIV,Native forest,Qld,1,Unplanned burns only
260,PRIV,Native forest,Qld,2,Unplanned burns only
21472,PRIV,Native forest,NT,2,Unplanned burns only
11220,PRIV,Native forest,NT,2,Unplanned burns only
6260,PRIV,Native forest,NT,2,Planned and Unplanned burns
2548,PRIV,Native forest,NT,4,Planned and Unplanned burns
1916,PRIV,Native forest,NT,4,Planned and Unplanned burns
38726,PRIV,Native forest,NT,3,Unplanned burns only
6902,PRIV,Native forest,NT,0,Forest not burnt
28085,PRIV,Native forest,NT,2,Planned burns only
3946,PRIV,Native forest,NT,2,Planned and Unplanned burns
50126,PRIV,Native forest,NT,3,Unplanned burns only
374,PRIV,Native forest,Qld,2,Unplanned burns only
25849,PRIV,Native forest,Qld,1,Unplanned burns only
2612,PRIV,Commercial plantation,NT,1,Unplanned burns only
22341,PRIV,Native forest,NT,3,Planned burns only
208070,LEASE,Native forest,NT,0,Forest not burnt
91,PRIV,Native forest,Qld,1,Unplanned burns only
33,PRIV,Native forest,NT,2,Unplanned burns only
55,PRIV,Native forest,NT,2,Planned and Unplanned burns
7730,PRIV,Native forest,NT,3,Unplanned burns only
177558, ,Non-forest,NT,-9, 
857,PRIV,Native forest,NT,1,Planned burns only
100039,PRIV,Native forest,NT,1,Planned burns only
42,PRIV,Native forest,NT,3,Planned and Unplanned burns
2832,PRIV,Native forest,NT,4,Planned and Unplanned burns
3422, ,Non-forest,NT,-9, 
138616,PRIV,Native forest,NT,2,Unplanned burns only
67792,PRIV,Native forest,NT,2,Unplanned burns only
65,PRIV,Native forest,Qld,2,Unplanned burns only
8756, ,Non-forest,NT,-9, 
396,PRIV,Native forest,Qld,1,Unplanned burns only
12646,PRIV,Native forest,NT,1,Unplanned burns only
47600,PRIV,Native forest,NT,2,Planned burns only
24069,PRIV,Native forest,NT,2,Planned and Unplanned burns
125600,PRIV,Native forest,NT,2,Planned burns only
7936,PRIV,Native forest,NT,0,Forest not burnt
1118,PRIV,Native forest,NT,1,Planned burns only
91,PRIV,Native forest,NT,4,Planned and Unplanned burns
78,PRIV,Native forest,NT,4,Planned and Unplanned burns
599909, ,Non-forest,NT,-9, 
26752,LEASE,Native forest,NT,2,Planned and Unplanned burns
68,PRIV,Native forest,NT,2,Unplanned burns only
26640, ,Non-forest,NT,-9, 
21213,PRIV,Native forest,NT,2,Planned burns only
332,PRIV,Native forest,NT,2,Planned burns only
198,PRIV,Native forest,NT,4,Planned and Unplanned burns
15101, ,Non-forest,NT,-9, 
148,PRIV,Commercial plantation,NT,1,Unplanned burns only
1396,PRIV,Native forest,NT,1,Planned burns only
717,OCL,Native forest,NT,1,Planned burns only
55,PRIV,Native forest,NT,3,Planned and Unplanned burns
8083,PRIV,Native forest,NT,4,Planned and Unplanned burns
227,PRIV,Native forest,NT,3,Unplanned burns only
3801,PRIV,Native forest,Qld,3,Unplanned burns only
35180,PRIV,Native forest,NT,3,Planned and Unplanned burns
184891, ,Non-forest,NT,-9, 
67908, ,Non-forest,NT,-9, 
348,PRIV,Native forest,NT,2,Planned and Unplanned burns
20251, ,Non-forest,NT,-9, 
409,PRIV,Native forest,Qld,2,Unplanned burns only
181820,PRIV,Native forest,NT,1,Planned burns only
7420,PRIV,Native forest,NT,4,Planned and Unplanned burns
11020, ,Non-forest,NT,-9, 
174,PRIV,Native forest,NT,4,Planned and Unplanned burns
2538,PRIV,Native forest,NT,4,Planned and Unplanned burns
