COUNT,FOR_TEN,FOR_CATEGO,STATE,FOR_BURNS,FOR_BURN_T
109,LEASE,Native forest,Qld,4,Planned and Unplanned burns
38,LEASE,Native forest,NT,4,Planned and Unplanned burns
336,LEASE,Native forest,NT,4,Planned and Unplanned burns
2,OCL,Native forest,NT,3,Planned and Unplanned burns
2,OCL,Native forest,NT,2,Planned burns only
3,PRIV,Native forest,Qld,3,Planned burns only
5,PRIV,Native forest,NT,4,Planned and Unplanned burns
12,OCL,Native forest,Qld,2,Planned and Unplanned burns
116,LEASE,Native forest,NT,4,Unplanned burns only
80,LEASE,Native forest,NT,3,Planned and Unplanned burns
3677,PRIV,Native forest,Qld,1,Planned burns only
2,PRIV,Native forest,Qld,3,Planned and Unplanned burns
338,LEASE,Native forest,NT,5,Planned and Unplanned burns
1,LEASE,Native forest,NT,5,Planned and Unplanned burns
909,LEASE,Native forest,NT,4,Planned and Unplanned burns
3,OCL,Native forest,NT,3,Planned and Unplanned burns
107,PRIV,Native forest,Qld,3,Planned and Unplanned burns
4,PRIV,Native forest,Qld,4,Planned and Unplanned burns
10,PRIV,Native forest,Qld,4,Planned and Unplanned burns
15471,LEASE,Native forest,Qld,2,Planned and Unplanned burns
1,PRIV,Native forest,NT,4,Planned and Unplanned burns
5,LEASE,Native forest,NT,3,Planned and Unplanned burns
2,OCL,Native forest,NT,3,Planned and Unplanned burns
3,PRIV,Native forest,Qld,3,Unplanned burns only
8,LEASE,Native forest,Qld,4,Planned and Unplanned burns
30,LEASE,Native forest,NT,2,Unplanned burns only
360,OCL,Native forest,NT,0,Forest not burnt
1,LEASE,Native forest,NT,4,Planned and Unplanned burns
1,LEASE,Native forest,NT,4,Planned burns only
3,OCL,Native forest,NT,2,Planned burns only
3,OCL,Native forest,NT,2,Planned burns only
25,OCL,Native forest,NT,1,Unplanned burns only
1,PRIV,Native forest,Qld,5,Planned and Unplanned burns
28,PRIV,Native forest,Qld,3,Planned and Unplanned burns
2,PRIV,Native forest,Qld,4,Planned and Unplanned burns
45,LEASE,Native forest,NT,5,Planned and Unplanned burns
22,OCL,Native forest,NT,1,Unplanned burns only
8,PRIV,Native forest,NT,4,Planned burns only
5,LEASE,Native forest,Qld,3,Planned and Unplanned burns
9,LEASE,Native forest,NT,5,Planned and Unplanned burns
61,LEASE,Native forest,NT,5,Planned and Unplanned burns
2,LEASE,Native forest,NT,5,Planned and Unplanned burns
2,OCL,Native forest,NT,2,Planned and Unplanned burns
390,PRIV,Native forest,Qld,3,Planned and Unplanned burns
1,PRIV,Native forest,Qld,3,Planned and Unplanned burns
1,PRIV,Native forest,NT,2,Planned burns only
5,LEASE,Native forest,NT,4,Planned and Unplanned burns
6,LEASE,Native forest,NT,4,Planned and Unplanned burns
18,LEASE,Native forest,NT,5,Unplanned burns only
28,LEASE,Native forest,NT,5,Planned and Unplanned burns
630,LEASE,Native forest,NT,3,Planned and Unplanned burns
1,LEASE,Native forest,NT,4,Planned and Unplanned burns
2,PRIV,Native forest,NT,3,Planned burns only
37,PRIV,Native forest,NT,3,Unplanned burns only
33,PRIV,Native forest,Qld,4,Planned and Unplanned burns
116,LEASE,Native forest,NT,4,Unplanned burns only
8,LEASE,Native forest,NT,4,Planned and Unplanned burns
34902,LEASE,Native forest,NT,4,Planned and Unplanned burns
92,LEASE,Native forest,NT,4,Planned and Unplanned burns
220,LEASE,Native forest,NT,4,Planned and Unplanned burns
6,PRIV,Native forest,NT,3,Planned and Unplanned burns
77,LEASE,Native forest,NT,4,Planned and Unplanned burns
5,PRIV,Native forest,NT,3,Planned and Unplanned burns
1052,LEASE,Native forest,NT,4,Planned and Unplanned burns
6,OCL,Native forest,NT,2,Unplanned burns only
37,PRIV,Native forest,NT,3,Planned and Unplanned burns
5,LEASE,Native forest,NT,4,Planned and Unplanned burns
1,OCL,Native forest,Qld,2,Unplanned burns only
121,PRIV,Native forest,Qld,3,Planned and Unplanned burns
168,LEASE,Native forest,Qld,3,Planned and Unplanned burns
26,LEASE,Native forest,NT,3,Planned and Unplanned burns
42,LEASE,Native forest,NT,5,Planned and Unplanned burns
30,LEASE,Native forest,NT,5,Planned and Unplanned burns
136,LEASE,Native forest,NT,5,Planned and Unplanned burns
38,OCL,Native forest,NT,3,Planned and Unplanned burns
764,LEASE,Native forest,Qld,3,Planned and Unplanned burns
87,LEASE,Native forest,NT,5,Planned and Unplanned burns
9,LEASE,Native forest,NT,5,Planned and Unplanned burns
4,OCL,Native forest,NT,3,Planned and Unplanned burns
60,OCL,Native forest,NT,3,Planned and Unplanned burns
1,OCL,Native forest,NT,2,Planned and Unplanned burns
1,PRIV,Native forest,NT,4,Planned and Unplanned burns
96,LEASE,Native forest,NT,5,Planned and Unplanned burns
33,OCL,Native forest,NT,2,Unplanned burns only
1,OCL,Native forest,NT,3,Planned and Unplanned burns
1,OCL,Native forest,Qld,2,Planned and Unplanned burns
1,PRIV,Native forest,NT,3,Planned and Unplanned burns
2,PRIV,Native forest,NT,3,Planned and Unplanned burns
2,PRIV,Native forest,NT,5,Planned and Unplanned burns
3,LEASE,Native forest,Qld,5,Planned and Unplanned burns
3,PRIV,Native forest,NT,4,Planned and Unplanned burns
48,LEASE,Native forest,NT,2,Planned and Unplanned burns
1,LEASE,Native forest,NT,5,Planned and Unplanned burns
4,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,PRIV,Native forest,NT,3,Planned and Unplanned burns
75,LEASE,Native forest,NT,5,Planned and Unplanned burns
3,LEASE,Native forest,Qld,4,Planned and Unplanned burns
1,LEASE,Native forest,NT,3,Planned and Unplanned burns
2,OCL,Native forest,Qld,2,Unplanned burns only
1,OCL,Native forest,Qld,1,Unplanned burns only
23,LEASE,Native forest,Qld,3,Planned and Unplanned burns
15,OCL,Native forest,Qld,2,Planned and Unplanned burns
4,OCL,Native forest,Qld,1,Planned burns only
32,OCL,Native forest,Qld,3,Planned and Unplanned burns
170,LEASE,Native forest,NT,5,Planned and Unplanned burns
12,LEASE,Native forest,NT,4,Planned and Unplanned burns
1,LEASE,Native forest,NT,3,Planned and Unplanned burns
3,LEASE,Native forest,Qld,3,Unplanned burns only
5,OCL,Native forest,Qld,2,Planned and Unplanned burns
1,OCL,Native forest,NT,3,Planned and Unplanned burns
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
1,PRIV,Native forest,Qld,2,Planned and Unplanned burns
24,PRIV,Native forest,Qld,3,Planned and Unplanned burns
327,LEASE,Native forest,Qld,4,Planned burns only
37,LEASE,Native forest,Qld,1,Planned burns only
32,OCL,Native forest,Qld,2,Planned and Unplanned burns
7,LEASE,Native forest,NT,4,Planned and Unplanned burns
20,LEASE,Native forest,NT,4,Planned and Unplanned burns
6,LEASE,Native forest,NT,3,Planned burns only
2,OCL,Native forest,NT,3,Planned and Unplanned burns
2,OCL,Native forest,Qld,3,Unplanned burns only
16, ,Non-forest,NT,-9, 
23,PRIV,Native forest,NT,3,Unplanned burns only
2,OCL,Native forest,Qld,2,Unplanned burns only
1,OCL,Native forest,Qld,2,Planned and Unplanned burns
4156,LEASE,Native forest,Qld,2,Planned and Unplanned burns
1,LEASE,Native forest,NT,5,Planned and Unplanned burns
1,LEASE,Native forest,NT,4,Planned burns only
65,PRIV,Native forest,Qld,3,Planned and Unplanned burns
83,OCL,Native forest,Qld,1,Planned burns only
243, ,Non-forest,NT,-9, 
5,LEASE,Native forest,NT,5,Planned and Unplanned burns
1,LEASE,Native forest,NT,3,Planned burns only
10,LEASE,Native forest,NT,4,Planned and Unplanned burns
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
8,LEASE,Native forest,Qld,2,Planned burns only
52,OCL,Native forest,Qld,2,Planned burns only
6,LEASE,Native forest,NT,5,Planned and Unplanned burns
2,PRIV,Native forest,Qld,3,Planned and Unplanned burns
2,PRIV,Native forest,Qld,3,Planned and Unplanned burns
11,PRIV,Native forest,Qld,1,Planned burns only
6,LEASE,Native forest,Qld,2,Unplanned burns only
1,OCL,Native forest,Qld,3,Planned and Unplanned burns
2,LEASE,Native forest,NT,4,Planned and Unplanned burns
56,PRIV,Native forest,Qld,3,Planned and Unplanned burns
561,OCL,Native forest,Qld,2,Planned burns only
16,LEASE,Native forest,NT,2,Unplanned burns only
1,LEASE,Native forest,Qld,4,Planned and Unplanned burns
3,LEASE,Native forest,NT,2,Planned and Unplanned burns
138,PRIV,Native forest,Qld,2,Planned and Unplanned burns
70,OCL,Native forest,Qld,2,Planned and Unplanned burns
24,LEASE,Native forest,NT,4,Planned and Unplanned burns
167,LEASE,Native forest,NT,4,Planned and Unplanned burns
5,LEASE,Native forest,NT,4,Planned and Unplanned burns
89,LEASE,Native forest,NT,3,Unplanned burns only
3,OCL,Native forest,Qld,2,Planned and Unplanned burns
4,LEASE,Native forest,NT,4,Planned and Unplanned burns
17,OCL,Native forest,Qld,2,Unplanned burns only
1,LEASE,Native forest,NT,4,Planned and Unplanned burns
4,PRIV,Native forest,NT,3,Planned and Unplanned burns
4,OCL,Native forest,Qld,2,Unplanned burns only
1,PRIV,Native forest,NT,4,Planned and Unplanned burns
2042,LEASE,Native forest,NT,4,Planned and Unplanned burns
2437,LEASE,Native forest,Qld,1,Planned burns only
18,LEASE,Native forest,NT,4,Planned and Unplanned burns
1,LEASE,Native forest,Qld,3,Unplanned burns only
19,LEASE,Native forest,Qld,2,Planned and Unplanned burns
409,LEASE,Native forest,NT,2,Planned and Unplanned burns
1,LEASE,Native forest,Qld,2,Unplanned burns only
5,LEASE,Native forest,Qld,1,Unplanned burns only
5,LEASE,Native forest,NT,3,Planned and Unplanned burns
356,LEASE,Native forest,Qld,1,Unplanned burns only
2,LEASE,Native forest,Qld,2,Planned burns only
933,LEASE,Native forest,Qld,1,Planned burns only
82,PRIV,Native forest,Qld,3,Planned and Unplanned burns
1,LEASE,Native forest,Qld,2,Unplanned burns only
6,LEASE,Native forest,NT,3,Planned and Unplanned burns
266,PRIV,Native forest,Qld,4,Planned and Unplanned burns
44,LEASE,Native forest,Qld,2,Planned burns only
44,LEASE,Native forest,Qld,2,Planned burns only
8,PRIV,Native forest,Qld,2,Planned and Unplanned burns
3,LEASE,Native forest,Qld,3,Unplanned burns only
9,LEASE,Native forest,Qld,2,Planned and Unplanned burns
4,OCL,Native forest,Qld,3,Unplanned burns only
94,PRIV,Native forest,Qld,5,Planned and Unplanned burns
564,LEASE,Native forest,Qld,1,Unplanned burns only
38,LEASE,Native forest,Qld,2,Unplanned burns only
219,LEASE,Native forest,NT,3,Planned and Unplanned burns
14,PRIV,Native forest,NT,4,Planned and Unplanned burns
103,PRIV,Native forest,Qld,4,Planned and Unplanned burns
17,PRIV,Native forest,Qld,3,Planned and Unplanned burns
454,LEASE,Native forest,Qld,2,Planned burns only
2,OCL,Native forest,NT,2,Planned burns only
26,PRIV,Native forest,NT,2,Planned and Unplanned burns
98,PRIV,Native forest,Qld,3,Planned and Unplanned burns
246,PRIV,Native forest,Qld,4,Planned and Unplanned burns
89,LEASE,Native forest,NT,2,Planned and Unplanned burns
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
132,LEASE,Native forest,NT,1,Planned burns only
3,OCL,Native forest,Qld,1,Unplanned burns only
3,OCL,Native forest,Qld,2,Planned and Unplanned burns
2,PRIV,Native forest,Qld,4,Planned and Unplanned burns
28,PRIV,Native forest,Qld,4,Planned and Unplanned burns
37,PRIV,Native forest,Qld,4,Planned and Unplanned burns
1,LEASE,Native forest,Qld,3,Unplanned burns only
1,PRIV,Native forest,Qld,4,Unplanned burns only
90,LEASE,Native forest,Qld,2,Planned and Unplanned burns
10,PRIV,Native forest,NT,4,Planned and Unplanned burns
25,LEASE,Native forest,NT,5,Planned and Unplanned burns
3,OCL,Native forest,NT,4,Planned and Unplanned burns
10,OCL,Native forest,NT,3,Planned and Unplanned burns
1,OCL,Native forest,Qld,3,Unplanned burns only
101,PRIV,Native forest,Qld,5,Planned and Unplanned burns
34,PRIV,Native forest,Qld,3,Planned and Unplanned burns
5,LEASE,Native forest,Qld,2,Planned burns only
3,LEASE,Native forest,Qld,3,Planned and Unplanned burns
10,LEASE,Native forest,Qld,2,Unplanned burns only
1,PRIV,Native forest,Qld,5,Planned and Unplanned burns
68,PRIV,Native forest,Qld,5,Planned and Unplanned burns
120,PRIV,Native forest,Qld,3,Planned and Unplanned burns
1,LEASE,Native forest,Qld,4,Unplanned burns only
1,LEASE,Native forest,Qld,5,Unplanned burns only
55,LEASE,Native forest,Qld,3,Planned and Unplanned burns
638,LEASE,Native forest,Qld,2,Planned and Unplanned burns
55,PRIV,Native forest,Qld,4,Planned and Unplanned burns
6,PRIV,Native forest,NT,2,Unplanned burns only
2,OCL,Native forest,Qld,2,Planned and Unplanned burns
1,LEASE,Native forest,Qld,5,Planned and Unplanned burns
3,PRIV,Native forest,Qld,2,Planned and Unplanned burns
65,LEASE,Native forest,Qld,3,Planned and Unplanned burns
64,OCL,Native forest,Qld,0,Forest not burnt
200,PRIV,Native forest,Qld,4,Planned and Unplanned burns
40,PRIV,Native forest,NT,2,Planned and Unplanned burns
7,OCL,Native forest,NT,2,Unplanned burns only
378,PRIV,Native forest,Qld,4,Planned and Unplanned burns
164,PRIV,Native forest,Qld,3,Planned and Unplanned burns
10,PRIV,Native forest,Qld,4,Planned and Unplanned burns
1,LEASE,Native forest,Qld,4,Planned and Unplanned burns
108,OCL,Native forest,Qld,1,Unplanned burns only
136,PRIV,Native forest,NT,4,Unplanned burns only
19,LEASE,Native forest,Qld,3,Planned and Unplanned burns
9,PRIV,Native forest,NT,4,Unplanned burns only
15,PRIV,Native forest,NT,2,Planned and Unplanned burns
15,LEASE,Native forest,Qld,3,Planned burns only
75,LEASE,Native forest,Qld,2,Planned and Unplanned burns
212,OCL,Native forest,NT,2,Planned burns only
1,PRIV,Native forest,NT,2,Unplanned burns only
46,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,OCL,Native forest,Qld,3,Unplanned burns only
245,PRIV,Native forest,Qld,4,Planned and Unplanned burns
6701,OCL,Native forest,Qld,0,Forest not burnt
33,OCL,Native forest,NT,3,Planned burns only
1,OCL,Native forest,Qld,2,Unplanned burns only
175,OCL,Native forest,Qld,1,Unplanned burns only
20,PRIV,Native forest,NT,2,Planned and Unplanned burns
12,LEASE,Native forest,Qld,5,Planned and Unplanned burns
1,OCL,Native forest,Qld,2,Unplanned burns only
5,LEASE,Native forest,NT,5,Planned and Unplanned burns
5,LEASE,Native forest,NT,4,Planned and Unplanned burns
28,OCL,Native forest,NT,1,Planned burns only
68,OCL,Native forest,NT,2,Planned burns only
1,LEASE,Native forest,Qld,4,Planned and Unplanned burns
74,OCL,Native forest,Qld,1,Planned burns only
19,OCL,Native forest,NT,3,Planned burns only
136,OCL,Native forest,NT,2,Planned burns only
71,PRIV,Native forest,Qld,3,Planned and Unplanned burns
2,LEASE,Native forest,Qld,3,Planned and Unplanned burns
1,LEASE,Native forest,Qld,2,Planned and Unplanned burns
5,PRIV,Native forest,NT,1,Planned burns only
121,OCL,Native forest,NT,1,Planned burns only
92,PRIV,Native forest,Qld,4,Planned and Unplanned burns
342,OCL,Native forest,NT,2,Planned burns only
6,PRIV,Native forest,NT,3,Planned and Unplanned burns
28,PRIV,Native forest,Qld,3,Planned and Unplanned burns
1317,LEASE,Native forest,Qld,2,Planned burns only
286,PRIV,Native forest,Qld,2,Planned and Unplanned burns
83,OCL,Native forest,NT,3,Planned burns only
30,OCL,Native forest,NT,2,Planned burns only
7,PRIV,Native forest,NT,4,Planned and Unplanned burns
92,PRIV,Native forest,Qld,5,Planned and Unplanned burns
1,LEASE,Native forest,Qld,5,Unplanned burns only
7674,LEASE,Native forest,Qld,1,Planned burns only
1,OCL,Native forest,Qld,3,Planned and Unplanned burns
1,OCL,Native forest,Qld,2,Planned and Unplanned burns
327,OCL,Native forest,Qld,0,Forest not burnt
3,PRIV,Native forest,NT,2,Planned and Unplanned burns
1,OCL,Native forest,Qld,2,Planned and Unplanned burns
167,PRIV,Native forest,NT,3,Planned and Unplanned burns
3,PRIV,Native forest,NT,2,Planned and Unplanned burns
228,PRIV,Native forest,Qld,3,Planned and Unplanned burns
35,OCL,Native forest,Qld,3,Planned and Unplanned burns
29,OCL,Native forest,Qld,3,Planned and Unplanned burns
2,PRIV,Native forest,NT,4,Planned burns only
1,PRIV,Native forest,NT,5,Planned and Unplanned burns
185,OCL,Native forest,Qld,2,Planned burns only
1,LEASE,Native forest,NT,2,Unplanned burns only
53844,LEASE,Native forest,Qld,1,Planned burns only
1,LEASE,Native forest,Qld,4,Planned and Unplanned burns
318,LEASE,Native forest,Qld,2,Planned burns only
4,OCL,Native forest,Qld,4,Planned and Unplanned burns
8,PRIV,Native forest,NT,4,Planned and Unplanned burns
9,LEASE,Native forest,NT,1,Planned burns only
3,LEASE,Native forest,Qld,4,Planned and Unplanned burns
487,LEASE,Native forest,Qld,2,Planned burns only
1,LEASE,Native forest,Qld,2,Planned burns only
32,LEASE,Native forest,Qld,3,Planned burns only
231,LEASE,Native forest,Qld,2,Planned burns only
3,PRIV,Native forest,NT,4,Planned and Unplanned burns
16,OCL,Native forest,NT,2,Planned and Unplanned burns
3,PRIV,Native forest,NT,1,Planned burns only
2,LEASE,Native forest,NT,1,Planned burns only
1,LEASE,Native forest,Qld,3,Planned and Unplanned burns
53,OCL,Native forest,Qld,2,Planned burns only
2,PRIV,Native forest,NT,3,Planned and Unplanned burns
87,PRIV,Native forest,Qld,4,Planned and Unplanned burns
166,LEASE,Native forest,Qld,2,Planned and Unplanned burns
56,LEASE,Native forest,Qld,3,Planned and Unplanned burns
3,OCL,Native forest,Qld,1,Planned burns only
2,OCL,Native forest,Qld,3,Planned and Unplanned burns
45,PRIV,Native forest,Qld,3,Planned and Unplanned burns
23,LEASE,Native forest,Qld,3,Planned burns only
1,OCL,Native forest,Qld,2,Planned burns only
1,OCL,Native forest,Qld,2,Planned burns only
2,LEASE,Native forest,NT,3,Planned and Unplanned burns
557,PRIV,Native forest,Qld,1,Planned burns only
17,OCL,Native forest,Qld,3,Planned burns only
10,PRIV,Native forest,Qld,5,Planned and Unplanned burns
100,PRIV,Native forest,Qld,5,Planned and Unplanned burns
139,PRIV,Native forest,Qld,2,Planned and Unplanned burns
382,OCL,Native forest,Qld,2,Planned burns only
16,OCL,Native forest,Qld,1,Planned burns only
1,OCL,Native forest,Qld,1,Planned burns only
56,LEASE,Native forest,NT,0,Forest not burnt
58,PRIV,Native forest,NT,4,Planned and Unplanned burns
18,PRIV,Native forest,Qld,4,Planned and Unplanned burns
2,OCL,Native forest,Qld,1,Planned burns only
43,PRIV,Native forest,Qld,5,Planned and Unplanned burns
50,PRIV,Native forest,Qld,4,Planned and Unplanned burns
44,PRIV,Native forest,Qld,4,Planned and Unplanned burns
1126,PRIV,Native forest,Qld,4,Planned and Unplanned burns
1,PRIV,Native forest,NT,3,Planned and Unplanned burns
1,OCL,Native forest,NT,2,Planned and Unplanned burns
3,LEASE,Native forest,Qld,4,Planned and Unplanned burns
5,PRIV,Native forest,NT,3,Planned and Unplanned burns
312,PRIV,Native forest,NT,5,Planned and Unplanned burns
7,PRIV,Native forest,Qld,4,Planned and Unplanned burns
1,PRIV,Native forest,Qld,4,Planned and Unplanned burns
119,LEASE,Native forest,Qld,2,Planned burns only
34,LEASE,Native forest,Qld,3,Planned and Unplanned burns
36,PRIV,Native forest,NT,3,Planned and Unplanned burns
2,PRIV,Native forest,NT,4,Planned and Unplanned burns
265,PRIV,Native forest,Qld,2,Planned and Unplanned burns
5,PRIV,Native forest,Qld,3,Planned and Unplanned burns
123,PRIV,Native forest,NT,4,Planned and Unplanned burns
27,PRIV,Native forest,NT,3,Planned and Unplanned burns
5,LEASE,Native forest,NT,1,Planned burns only
1,LEASE,Native forest,Qld,4,Planned and Unplanned burns
3,LEASE,Native forest,NT,1,Planned burns only
1260,LEASE,Native forest,NT,2,Planned and Unplanned burns
1,LEASE,Native forest,Qld,5,Planned and Unplanned burns
18,PRIV,Native forest,NT,4,Planned and Unplanned burns
49,LEASE,Native forest,NT,1,Planned burns only
14,OCL,Native forest,NT,2,Planned burns only
5,PRIV,Native forest,Qld,4,Planned and Unplanned burns
117,LEASE,Native forest,Qld,2,Unplanned burns only
1,PRIV,Native forest,Qld,2,Planned burns only
6,OCL,Native forest,NT,1,Unplanned burns only
7,OCL,Native forest,NT,2,Planned and Unplanned burns
91,PRIV,Native forest,Qld,3,Planned and Unplanned burns
88,LEASE,Native forest,Qld,2,Planned burns only
1,LEASE,Native forest,Qld,4,Planned and Unplanned burns
1,LEASE,Native forest,NT,0,Forest not burnt
2,LEASE,Native forest,Qld,4,Planned and Unplanned burns
2,LEASE,Native forest,Qld,2,Planned and Unplanned burns
65,OCL,Native forest,Qld,1,Planned burns only
2175,PRIV,Native forest,NT,1,Planned burns only
2,LEASE,Native forest,Qld,4,Planned and Unplanned burns
2,LEASE,Native forest,Qld,3,Planned burns only
6,PRIV,Native forest,NT,5,Planned burns only
59,OCL,Native forest,NT,2,Planned burns only
19,PRIV,Native forest,NT,4,Planned and Unplanned burns
1,PRIV,Native forest,NT,4,Planned and Unplanned burns
9,LEASE,Native forest,NT,3,Planned and Unplanned burns
503,PRIV,Native forest,Qld,2,Planned burns only
164,PRIV,Native forest,Qld,3,Planned burns only
1,PRIV,Native forest,Qld,4,Planned burns only
53,PRIV,Native forest,Qld,4,Planned burns only
1,LEASE,Native forest,Qld,3,Planned burns only
193,PRIV,Native forest,Qld,2,Planned and Unplanned burns
270,PRIV,Native forest,Qld,2,Planned and Unplanned burns
1,PRIV,Native forest,Qld,3,Planned and Unplanned burns
10,PRIV,Native forest,Qld,3,Planned and Unplanned burns
258,PRIV,Native forest,Qld,3,Planned burns only
73,PRIV,Native forest,Qld,2,Planned burns only
14,PRIV,Native forest,Qld,4,Planned and Unplanned burns
5,PRIV,Native forest,Qld,5,Planned and Unplanned burns
182,PRIV,Native forest,Qld,2,Planned burns only
67,PRIV,Native forest,Qld,3,Planned burns only
91,PRIV,Native forest,Qld,2,Planned burns only
69,PRIV,Native forest,Qld,2,Planned burns only
166,PRIV,Native forest,Qld,2,Planned and Unplanned burns
3,LEASE,Native forest,Qld,3,Planned and Unplanned burns
3,PRIV,Native forest,Qld,2,Planned burns only
1,PRIV,Native forest,Qld,3,Planned burns only
32,PRIV,Native forest,Qld,4,Planned burns only
77,PRIV,Native forest,Qld,4,Planned burns only
194,PRIV,Native forest,Qld,5,Planned burns only
2,PRIV,Native forest,Qld,5,Planned and Unplanned burns
58,PRIV,Native forest,Qld,4,Planned and Unplanned burns
21,PRIV,Native forest,NT,4,Planned and Unplanned burns
3,LEASE,Native forest,NT,3,Planned and Unplanned burns
1395,PRIV,Native forest,Qld,1,Planned burns only
2,PRIV,Native forest,Qld,2,Planned burns only
1,PRIV,Native forest,Qld,2,Planned burns only
108,PRIV,Native forest,Qld,3,Planned burns only
6,PRIV,Native forest,Qld,4,Planned and Unplanned burns
1,PRIV,Native forest,Qld,4,Planned and Unplanned burns
2,PRIV,Native forest,Qld,4,Planned and Unplanned burns
2,PRIV,Native forest,Qld,4,Planned and Unplanned burns
1,PRIV,Native forest,Qld,4,Planned and Unplanned burns
17,PRIV,Native forest,Qld,3,Planned and Unplanned burns
42,PRIV,Native forest,Qld,5,Planned and Unplanned burns
1,PRIV,Native forest,NT,3,Planned burns only
2,LEASE,Native forest,NT,2,Planned burns only
9,PRIV,Native forest,NT,2,Planned burns only
20,PRIV,Native forest,NT,1,Planned burns only
77,PRIV,Native forest,Qld,3,Planned and Unplanned burns
76,PRIV,Native forest,Qld,3,Planned and Unplanned burns
20,PRIV,Native forest,Qld,4,Planned and Unplanned burns
40,PRIV,Native forest,NT,3,Planned and Unplanned burns
14,PRIV,Native forest,NT,3,Planned and Unplanned burns
3,LEASE,Native forest,NT,4,Planned and Unplanned burns
119,LEASE,Native forest,Qld,3,Planned and Unplanned burns
43,PRIV,Native forest,Qld,4,Planned and Unplanned burns
193,PRIV,Native forest,Qld,3,Planned and Unplanned burns
2,PRIV,Native forest,Qld,4,Planned and Unplanned burns
41,PRIV,Native forest,Qld,4,Planned and Unplanned burns
14,PRIV,Native forest,Qld,4,Planned and Unplanned burns
6,LEASE,Native forest,NT,1,Unplanned burns only
2,PRIV,Native forest,Qld,5,Planned and Unplanned burns
1,PRIV,Native forest,NT,4,Planned and Unplanned burns
135,PRIV,Native forest,Qld,5,Planned and Unplanned burns
12,PRIV,Native forest,NT,2,Planned and Unplanned burns
2,LEASE,Native forest,NT,3,Planned and Unplanned burns
30,LEASE,Native forest,NT,2,Unplanned burns only
2,PRIV,Native forest,NT,3,Planned and Unplanned burns
2,PRIV,Native forest,Qld,5,Planned and Unplanned burns
82,LEASE,Native forest,NT,2,Planned and Unplanned burns
240,PRIV,Native forest,Qld,3,Planned and Unplanned burns
104,PRIV,Native forest,Qld,5,Planned and Unplanned burns
1,PRIV,Native forest,Qld,5,Planned and Unplanned burns
482,PRIV,Native forest,Qld,3,Planned and Unplanned burns
140,PRIV,Native forest,Qld,2,Planned burns only
6,OCL,Native forest,NT,3,Planned burns only
27,PRIV,Native forest,Qld,4,Planned and Unplanned burns
80,PRIV,Native forest,Qld,4,Planned and Unplanned burns
2,LEASE,Native forest,NT,3,Planned and Unplanned burns
208,PRIV,Native forest,NT,2,Planned and Unplanned burns
12,PRIV,Native forest,Qld,3,Planned and Unplanned burns
97,PRIV,Native forest,Qld,5,Planned burns only
84,PRIV,Native forest,Qld,5,Planned and Unplanned burns
1,PRIV,Native forest,Qld,5,Planned and Unplanned burns
80,OCL,Native forest,NT,1,Planned burns only
10,PRIV,Native forest,Qld,2,Unplanned burns only
17,PRIV,Native forest,Qld,5,Planned and Unplanned burns
16,OCL,Native forest,Qld,2,Unplanned burns only
13,PRIV,Native forest,Qld,4,Planned and Unplanned burns
37,PRIV,Native forest,Qld,3,Planned burns only
1,PRIV,Native forest,NT,3,Planned and Unplanned burns
109,PRIV,Native forest,Qld,4,Planned and Unplanned burns
29,PRIV,Native forest,Qld,5,Planned and Unplanned burns
37,PRIV,Native forest,Qld,4,Planned and Unplanned burns
4,OCL,Native forest,NT,2,Planned burns only
2,LEASE,Native forest,NT,3,Planned and Unplanned burns
6,PRIV,Native forest,Qld,3,Planned burns only
7,OCL,Native forest,NT,2,Planned burns only
166,PRIV,Native forest,NT,1,Planned burns only
2,PRIV,Native forest,NT,1,Planned burns only
4,OCL,Native forest,NT,3,Planned burns only
36836,LEASE,Native forest,NT,2,Unplanned burns only
2,OCL,Native forest,NT,4,Planned and Unplanned burns
6,PRIV,Native forest,Qld,3,Planned burns only
12612,LEASE,Native forest,NT,3,Planned and Unplanned burns
1,LEASE,Native forest,Qld,4,Planned and Unplanned burns
292,PRIV,Native forest,Qld,4,Planned and Unplanned burns
4,OCL,Native forest,Qld,2,Planned and Unplanned burns
44,PRIV,Native forest,NT,5,Planned and Unplanned burns
1,OCL,Native forest,NT,3,Planned and Unplanned burns
305,LEASE,Native forest,NT,4,Planned and Unplanned burns
2,OCL,Native forest,NT,3,Planned and Unplanned burns
7,OCL,Native forest,NT,3,Planned and Unplanned burns
14,OCL,Native forest,NT,3,Planned burns only
14,NCR,Native forest,Qld,4,Planned and Unplanned burns
2,PRIV,Native forest,NT,3,Unplanned burns only
1,PRIV,Native forest,NT,5,Planned and Unplanned burns
6,LEASE,Native forest,NT,4,Planned and Unplanned burns
1,PRIV,Native forest,Qld,3,Planned and Unplanned burns
562,OCL,Native forest,Qld,1,Planned burns only
213,LEASE,Native forest,NT,2,Planned and Unplanned burns
1,OCL,Native forest,NT,2,Planned burns only
106,PRIV,Native forest,NT,2,Unplanned burns only
4,LEASE,Native forest,NT,5,Planned and Unplanned burns
